cancion_id,instrumento,tamano_segmento,grado_polinomio,f_nota,f_volumen,f_dura
1,32,8,4,3.739787,8.471801,0.314471
1,32,8,5,9.004399,18.896168,5.630745
1,32,8,6,494.159912,1029.043457,322.943481
1,32,8,7,5158.823730,10742.657227,3371.398438
1,32,16,2,29.590513,67.577866,0.382127
1,32,16,3,18.294153,41.477867,0.223328
1,32,16,4,11.361071,25.606371,0.241826
1,32,16,5,14.470222,30.844072,8.072634
1,32,16,6,153.945267,320.609741,100.548172
1,32,16,7,2505.310791,5217.127930,1637.423340
1,32,32,2,49.122311,112.420700,1.023692
1,32,32,3,37.835205,86.499672,0.459013
1,32,32,4,28.469427,64.936218,0.393538
1,32,32,5,26.102129,57.820030,9.290141
1,32,32,6,174.716217,364.160278,113.639809
1,32,32,7,54549.039062,113667.742188,35573.042969
1,32,64,2,68.759132,155.619751,2.219498
1,32,64,3,55.412518,126.635201,1.185229
1,32,64,4,48.004765,110.131058,0.668718
1,32,64,5,45.794235,103.302452,11.405550
1,32,64,6,246.213379,513.865295,159.087692
1,32,64,7,75720.703125,157442.187500,49437.082031
1,32,128,2,99.196060,214.888031,11.021461
1,32,128,3,76.683723,171.125946,3.518244
1,32,128,4,70.554047,159.907028,3.150320
1,32,128,5,63.686382,144.899414,6.781745
1,32,128,6,124.759918,265.083679,73.140701
1,32,128,7,892.819153,1860.465210,582.700256
1,32,256,2,166.425613,348.663483,30.963299
1,32,256,3,113.829636,242.082642,12.679485
1,32,256,4,93.145042,201.450653,7.767543
1,32,256,5,81.512428,183.221252,12.739664
1,32,256,6,228.897675,481.990112,141.465271
1,32,256,7,1731.305054,3608.142334,1132.118896
1,32,512,2,323.062775,706.284668,92.809982
1,32,512,3,182.080902,388.851288,36.760891
1,32,512,4,142.288696,292.657532,19.849390
