cancion,artista,tipo,lanzamiento,fecha-lanzamiento,id
Corazón sin cara,Prince Royce,Album,#1's,2012,c5ef4286-190f-4295-8719-28132e2fa530
Stand by Me,Prince Royce,Album,#1's,2012,06222880-f263-4911-b666-ee12cd5c5402
Te me vas,Prince Royce,Album,#1's,2012,5e859ca7-878f-45eb-9f08-6541f3cc378a
Las cosas pequeñas,Prince Royce,Album,#1's,2012,d003bb48-23ba-46df-920c-b774644caeb7
Recházame,Prince Royce,Album,#1's,2012,52d8946f-6d58-407d-9b7b-39e029543f8d
El verdadero amor perdona,Prince Royce,Album,#1's,2012,a35575ca-912f-44a0-b11d-2e06e08445b1
Incondicional,Prince Royce,Album,#1's,2012,67006a1a-0b85-4d7f-97eb-8486848109d1
Addicted,Prince Royce,Album,#1's,2012,50df24fa-2c97-41e2-bded-254b244241c2
Mi última carta,Prince Royce,Album,#1's,2012,3527eb26-6136-4e2f-8fae-871298ebedcb
Tú y yo,Prince Royce,Album,#1's,2012,1cc4923b-a032-448f-93e7-6fc4377c4156
El amor que perdimos,Prince Royce,Album,#1's,2012,5ffe7ec5-8cd6-4e9a-a631-92e4434b4bb5
Sabes,Prince Royce,Album,#1's,2012,d5f6f074-4dd5-4617-8456-98f62cfaea1d
Corazón sin cara (Sing-Along),Prince Royce,Album,#1's,2012,9c1c57d6-50e8-4d2b-8b7d-d1d1048ac317
Stand by Me (Sing-Along),Prince Royce,Album,#1's,2012,c09ae4b6-b8b4-4066-8a21-50a42387781f
Las cosas pequeñas (Sing-Along),Prince Royce,Album,#1's,2012,8d6dbcb1-526c-4c0d-82fb-efe2e367c565
Incondicional (Sing-Along),Prince Royce,Album,#1's,2012,e9bcecfe-fbbb-4b5b-af48-fc0c7fa6cbcb
Clave de amor,Grupo Rush,Album,True Love,2012,b1973956-c745-45ae-bf8a-b13bfef0614e
Dos amantes,Grupo Rush,Album,True Love,2012,690ba949-3a7b-4c62-9a51-c6f3bbfdbfb2
El amor más grande del planeta,Grupo Rush,Album,True Love,2012,db979f96-78a9-43d5-a491-e866a7533403
I Just Called (Spanish version),Grupo Rush,Album,True Love,2012,35762797-7cc4-42b0-886b-5c6b6c0f58b8
Amor vampiro,Grupo Rush,Album,True Love,2012,b8b346cb-cc04-4a5b-ae35-f76604023fdb
Soledad,Grupo Rush,Album,True Love,2012,525b1ea8-2315-4671-b741-1cb4a9ce6f44
Porque no soy yo,Grupo Rush,Album,True Love,2012,e89bf863-04de-4f6a-92e4-bc3ad55b9dda
Violencia doméstica,Grupo Rush,Album,True Love,2012,94f26a05-1a01-458b-b794-3f2e9910cc40
Hoy lo que quiero eres tú,Grupo Rush,Album,True Love,2012,bd625b60-90e1-41fc-86ce-a064873bb233
I Just Called (English version),Grupo Rush,Album,True Love,2012,613ffeb8-d204-427c-8248-21c5b1f8fceb
Eres para mí,Grupo Rush,Album,True Love,2012,7d985c05-7d88-4e7c-a655-9f02aa730e79
Todo por tu amor,Grupo Rush,Album,True Love,2012,a495c402-d70f-4da5-a84a-1f1069d783f7
Apaga y vámonos,Juan Luis Guerra 4.40,Album,A son de Guerra tour,2013,b52eab29-9177-4f67-9df0-ad3891043a07
La bilirrubina,Juan Luis Guerra 4.40,Album,A son de Guerra tour,2013,b127e979-1e68-4840-b25f-0c5b157cdaf4
La travesía,Juan Luis Guerra 4.40,Album,A son de Guerra tour,2013,37d51307-82dc-4303-b33d-510e71f77c23
La llave de mi corazón,Juan Luis Guerra 4.40,Album,A son de Guerra tour,2013,a5bee5f4-cbdb-4053-9928-70f00c77a041
Mi bendición,Juan Luis Guerra 4.40,Album,A son de Guerra tour,2013,0b79df18-68fb-4b28-8b3b-9cb5c6219168
La calle,Juan Luis Guerra 4.40,Album,A son de Guerra tour,2013,bb457831-03a1-4fc9-9866-3600044f2ccd
El Niágara en bicicleta,Juan Luis Guerra 4.40,Album,A son de Guerra tour,2013,db5ac4af-43ef-4e24-b53e-c4677566eeba
Visa para un sueño,Juan Luis Guerra 4.40,Album,A son de Guerra tour,2013,2cdf4e16-621f-45f8-8dd5-93dfcc12db44
"Frío, frío",Juan Luis Guerra 4.40,Album,A son de Guerra tour,2013,f77053d2-dba2-48d7-97cf-bdc55b6feb0c
Las avispas,Juan Luis Guerra 4.40,Album,A son de Guerra tour,2013,114785b7-e67e-4a13-b95b-feb3877074a6
Bachata en Fukuoka,Juan Luis Guerra 4.40,Album,A son de Guerra tour,2013,b467e4a4-8fec-4ab8-9374-cbd0fbeec85d
La guagua,Juan Luis Guerra 4.40,Album,A son de Guerra tour,2013,ce19926e-6b21-457a-97c5-5f756d576daa
En el cielo no hay hospital,Juan Luis Guerra 4.40,Album,A son de Guerra tour,2013,bef8402f-bdba-4407-a590-b1027c0510fc
Ojalá que llueva café,Juan Luis Guerra 4.40,Album,A son de Guerra tour,2013,c5c40b6c-bc5a-4706-8abb-5c6600332f1d
Mi corazoncito,Aventura,Album,Sólo para mujeres,2014,48b29d45-76a7-485f-850b-69392e243048
Los infieles,Aventura,Album,Sólo para mujeres,2014,dba7b46a-1366-4cf9-8a1f-f5cd6df00573
Obsesión,Aventura,Album,Sólo para mujeres,2014,fdb657f7-b82e-458e-9fa6-0969d5412c17
Cuando volverás,Aventura,Album,Sólo para mujeres,2014,b5d42980-ac7d-44c5-9bf1-92f3f6d4a5d5
I believe (Yo creo),Aventura,Album,Sólo para mujeres,2014,5a8063b2-08fd-43a2-8c2b-cc65bb48e72b
Peligro,Aventura,Album,Sólo para mujeres,2014,58297c7c-c215-40c1-9be7-8253ea099116
Angelito,Aventura,Album,Sólo para mujeres,2014,f8be332b-2e5b-42e7-9784-d6d88fd89ff6
La película,Aventura,Album,Sólo para mujeres,2014,67645643-1e44-4ea6-acd9-9380faf0b716
Si me dejas muero,Aventura,Album,Sólo para mujeres,2014,a51a0ac7-aae8-4af7-98d2-08c164469ad0
Por un segundo,Aventura,Album,Sólo para mujeres,2014,b0fb4189-89f4-4931-acdf-ebe149609f6c
Yo quisiera amarla,Aventura,Album,Sólo para mujeres,2014,9e7153f6-4751-44e2-a50d-cc25bfe40731
Dile al amor,Aventura,Album,Sólo para mujeres,2014,175028e0-d258-4127-adf6-ed1a23e4f03e
La boda,Aventura,Album,Sólo para mujeres,2014,348ec2d6-9c91-41f1-a59a-9b549a6a1263
Un beso,Aventura,Album,Sólo para mujeres,2014,ab9d1b73-f73b-495f-9b25-e440059fd736
Una noche más,Charlie Zaa,Album,Mi mejor regalo,2015,9611bfc6-5373-4e16-ba84-2c003181de71
Tú y yo,Charlie Zaa,Album,Mi mejor regalo,2015,91819ba8-2826-41cd-98f9-0c15f3c758de
Un idiota,Charlie Zaa,Album,Mi mejor regalo,2015,d2c26048-eab3-437e-822a-df87b291cdcc
Rumores,Charlie Zaa,Album,Mi mejor regalo,2015,bf31b53d-638d-428b-b195-9b8b3674d546
Llorar,Charlie Zaa,Album,Mi mejor regalo,2015,718b3d17-1425-4346-a4cc-1bae54ab8853
Hasta que amanezca,Charlie Zaa,Album,Mi mejor regalo,2015,91023347-6a67-4898-a647-5dd1cf407180
Me gustas,Charlie Zaa,Album,Mi mejor regalo,2015,fdf21658-17d4-4c8e-952b-26c83bdda400
25 rosas,Charlie Zaa,Album,Mi mejor regalo,2015,4e46e27b-e08f-4cc3-9e1c-e3bf5d7507fc
Secreto de amor,Charlie Zaa,Album,Mi mejor regalo,2015,0749d9d1-7a1d-402c-8122-1faef8a58474
Mascarada,Charlie Zaa,Album,Mi mejor regalo,2015,da876cfd-5602-475d-a937-206d66f6782d
Obsesión,Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,fdb657f7-b82e-458e-9fa6-0969d5412c17
El perdedor,Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,dc61abbf-4607-4570-8c42-ed83adf9761b
Dile al amor,Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,175028e0-d258-4127-adf6-ed1a23e4f03e
Ella y yo,Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,ad8cce57-4be1-4566-b667-73084343c581
Todavía me amas,Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,c8aa2574-8634-47e8-bf8c-539755590d49
Su veneno,Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,9cfe5680-ae20-4491-bdde-bf1ab8e13785
Los infieles,Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,dba7b46a-1366-4cf9-8a1f-f5cd6df00573
El malo,Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,699c9621-85cf-4939-a272-8fc463981c61
Un beso,Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,ab9d1b73-f73b-495f-9b25-e440059fd736
Por un segundo,Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,b0fb4189-89f4-4931-acdf-ebe149609f6c
Enséñame a olvidar,Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,aaeb9e32-5d94-4448-97de-d75e6b4a4166
Mi niña cambió,Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,8a58dcdc-470e-434b-b699-98fec68b87b4
Amor de madre,Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,e99ce59d-a0ff-4a0c-ac56-5d24e7d17d72
Cuándo volverás,Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,b5d42980-ac7d-44c5-9bf1-92f3f6d4a5d5
Hermanita,Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,0bca0a4d-b671-4f84-b349-a4cc59d195c0
La boda,Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,348ec2d6-9c91-41f1-a59a-9b549a6a1263
Llorar,Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,19eb8802-b9c3-42be-b9d2-e10b1510000b
Yo quisiera amarla,Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,9e7153f6-4751-44e2-a50d-cc25bfe40731
Mi corazoncito,Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,48b29d45-76a7-485f-850b-69392e243048
Te invito,Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,481eb08d-acc9-4b84-9ec2-32add31c87a0
Angelito,Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,f8be332b-2e5b-42e7-9784-d6d88fd89ff6
Lágrimas (live),Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,a535acf9-3392-4c12-b548-a243dd818d92
Me voy (live),Aventura,Album,Todavía me amas: Lo mejor de Aventura,2016,2a5a1c18-43fe-4981-aa60-5fa2fa136931
A New Year (Skit),Toby Love,Album,Bachata Nation,2016,0111242e-3041-401c-9efd-8246efdc42a0
We Never Looking Back,Toby Love,Album,Bachata Nation,2016,4747bccb-58b9-444f-80a5-4783a64c81b9
El aire que respiro,Toby Love,Album,Bachata Nation,2016,8fed8af0-0071-4cd3-ac92-67183b0d27c0
No hay colores,Toby Love,Album,Bachata Nation,2016,a8eb35d6-08d1-4e83-a4ab-0ee007e8747e
I Just Called,Toby Love,Album,Bachata Nation,2016,5d6a2b36-0354-41fc-bfdf-096e86fa2a85
Love Airlines (Skit),Toby Love,Album,Bachata Nation,2016,afe1227e-769e-403b-b148-cc5f09c7f612
Mi verano Love,Toby Love,Album,Bachata Nation,2016,27ad12b1-953b-4055-bc51-9aad50cf8cf5
Vestida de blanco,Toby Love,Album,Bachata Nation,2016,c582b337-5e01-48e7-b778-69cd40eb3812
Amaneciendo,Toby Love,Album,Bachata Nation,2016,33baa83c-0320-42d0-a46d-ecd1e24d9384
Loquito,Toby Love,Album,Bachata Nation,2016,42485a57-44d3-4ec8-a0d3-fbdcea352fac
Abrakadabra,Toby Love,Album,Bachata Nation,2016,b6218d08-7fe3-49ff-9d6a-621f425d9466
No le eches la culpa,Toby Love,Album,Bachata Nation,2016,a0b4f011-75d6-40ba-b700-a9466e508a9e
Entra en mi vida,Toby Love,Album,Bachata Nation,2016,68512317-368f-43a3-8d9f-2c8ac95b788c
Faith (Interlude),Toby Love,Album,Bachata Nation,2016,9d3a310a-4ea7-488a-bda8-ac743b4dc3ff
Ella es,Toby Love,Album,Bachata Nation,2016,4262264c-9c38-4310-8fb8-1eba036812d8
Soñando,Toby Love,Album,Bachata Nation,2016,df1569e6-5b31-4e25-a418-eab3eb957910
Una copa dos mujeres,Toby Love,Album,Bachata Nation,2016,306bfad8-6b7b-4bc7-8a1d-0bb38da3bf06
Golden Intro,Romeo Santos,Album,Golden,2017,434b1de4-845b-4a7c-891b-44fcf0dbbbb9
Tuyo,Romeo Santos,Album,Golden,2017,e586da75-a266-4889-b372-2d060031a002
Perjurio,Romeo Santos,Album,Golden,2017,c7c3dc34-0957-41fd-9d80-b489d7833126
Premio,Romeo Santos,Album,Golden,2017,46eb069c-8202-46ad-a354-4e49364ecde7
Carmín,Romeo Santos,Album,Golden,2017,860c3526-f031-4b56-900b-a69d41b1ccd5
Centavito,Romeo Santos,Album,Golden,2017,5fef7cb0-2ef5-464a-bf18-6810ce4020a1
Sobredosis,Romeo Santos,Album,Golden,2017,81381508-3180-43e1-bccd-ec87b49a0876
"El papel, pt. 1 (versión amante)",Romeo Santos,Album,Golden,2017,f0eaa1d8-ef58-480f-9453-063812be1187
"El papel, pt. 2 (versión marido)",Romeo Santos,Album,Golden,2017,b4efef6d-7741-45eb-b195-0faf08f30e63
Bella y sensual,Romeo Santos,Album,Golden,2017,ccdcdbe0-c69c-442f-8b38-405469835b91
Doble filo,Romeo Santos,Album,Golden,2017,fa5d7560-572d-4069-92c2-13b6f6e60229
Ay bendito,Romeo Santos,Album,Golden,2017,cc6f43ba-0067-46e6-ab25-e9a08961990c
Héroe favorito,Romeo Santos,Album,Golden,2017,511c0167-fc23-48f7-a4bb-ca732fb67981
El amigo,Romeo Santos,Album,Golden,2017,9bdc7090-efc7-400a-ab19-61e25d62735e
Reina de papi,Romeo Santos,Album,Golden,2017,1b63f927-e246-48ab-a0c2-9aac5b906665
Imitadora,Romeo Santos,Album,Golden,2017,9fe08b42-f81f-4f35-930c-dbf8588890d1
Un vuelo a LA,Romeo Santos,Album,Golden,2017,18f7be59-c7de-41f5-bd68-b633499f0874
Sin filtro,Romeo Santos,Album,Golden,2017,c2526420-f69a-4ddb-961a-c1bdd4d261be
Guagua de la 53.,Marino Perez,Album,Pura bachata,2017,bf55d9e2-e630-4387-a70f-d92da775f0b2
La alabanciosa,Marino Perez,Album,Pura bachata,2017,18a1ab43-7370-4f20-ba92-9d3b24e6f351
La mujer que me comprende,Marino Perez,Album,Pura bachata,2017,23f7f576-cc6a-4d60-991d-ffa85890bb86
La esperare bebiendo,Marino Perez,Album,Pura bachata,2017,2140a609-5ee8-4a6d-906e-313c2f1394e1
No la quiero ver con otro,Marino Perez,Album,Pura bachata,2017,ea2a4750-32a3-42e3-8c37-6b4d97d014c7
Navidad con mi gente,Marino Perez,Album,Pura bachata,2017,076a94eb-2c69-43c7-ad61-5c47f88e6d4f
Por andar de parrandera,Marino Perez,Album,Pura bachata,2017,dc15f33f-8831-45f9-88fa-7268320e4971
Pena y sentimiento,Marino Perez,Album,Pura bachata,2017,119ed905-cb12-440e-b1e6-daebe82c8137
Por mi madre que yo no fui,Marino Perez,Album,Pura bachata,2017,8a9d5191-8003-41af-8960-c1623da0d789
Sigueme,Marino Perez,Album,Pura bachata,2017,e3f11eb3-28af-4a0c-9dcf-89c6d2a9d691
Vine a buscarte morena,Marino Perez,Album,Pura bachata,2017,7fe4b647-96f6-4087-862a-8f0ec5c0a251
Yo no puedo mas,Marino Perez,Album,Pura bachata,2017,02d8c1b2-fd1d-42d0-99d9-8f18b6fc7c11
Yo que si tu que no,Marino Perez,Album,Pura bachata,2017,45e12156-27e3-49c7-9a77-6ddda0db61e7
Dámelo ahora,Joan Soriano,Album,Pasión y vida,2019,fa497c92-b9dd-4677-802a-08869cb26f8e
The Tide Is High,Joan Soriano,Album,Pasión y vida,2019,1091390a-d316-4024-9c01-0fb44d09e879
Tu te robaste mi corazón,Joan Soriano,Album,Pasión y vida,2019,0e44d23c-4c70-4d7a-8fc8-b5475f2480e4
Murió la flor,Joan Soriano,Album,Pasión y vida,2019,72dfb2b1-4ee3-472c-9557-b205ee080bfc
Ay dios mío,Joan Soriano,Album,Pasión y vida,2019,9ea634ba-9579-49f6-8597-a99be526502c
Déjenme llorar,Joan Soriano,Album,Pasión y vida,2019,1839cf4e-a883-4e25-a59a-33d5eeb193cd
Que ganaste con eso?,Joan Soriano,Album,Pasión y vida,2019,2363890c-a154-4ce1-9be2-db4c52d90863
El engaño,Joan Soriano,Album,Pasión y vida,2019,7519f331-e9a6-488b-99ad-53614cade2fc
La culpable eres tu,Joan Soriano,Album,Pasión y vida,2019,0ef10120-de4a-43fc-88eb-a01fb57d27a9
Me gusta tu forma de ser,Joan Soriano,Album,Pasión y vida,2019,0a0abf37-f6ef-46f7-a8ee-f6456bc7ca7e
Intro: Soy dominicano,Romeo Santos,Album,Utopía,2019,0f74377e-ff31-4b12-a260-a304ef1ecf5b
Canalla,Romeo Santos,Album,Utopía,2019,aa3030db-e781-4b1d-8379-eac3d2fb6699
Payasos,Romeo Santos,Album,Utopía,2019,3cacbcd1-8f65-41a2-8fc8-2443f2195fdb
La demanda,Romeo Santos,Album,Utopía,2019,00406e6c-2f2a-4d0f-8b35-86dbdf920677
Millonario,Romeo Santos,Album,Utopía,2019,c21b6b2d-89e1-4c57-9a2e-872e6eb44660
El beso que no le di,Romeo Santos,Album,Utopía,2019,a5f8bf1f-1fe9-40c0-bd29-5b1def50ff09
Ileso,Romeo Santos,Album,Utopía,2019,a6c4fbb5-f8ef-4d40-823a-1a47ae671ca4
Amor enterrado,Romeo Santos,Album,Utopía,2019,6361201a-e3cb-469e-b6c0-4b2bc2e1c938
Me quedo,Romeo Santos,Album,Utopía,2019,2127121f-16a3-4efc-b05b-1ab71d01597b
Los últimos,Romeo Santos,Album,Utopía,2019,d6a65767-5552-4ea0-ae1f-08315e4a0a8f
Años luz,Romeo Santos,Album,Utopía,2019,3cccce6f-0450-4f09-9866-92517cc41065
Bellas,Romeo Santos,Album,Utopía,2019,f98e050f-4653-4b21-9968-7dfffe539a00
Inmortal,Romeo Santos,Album,Utopía,2019,8dc096db-b92b-4606-a7f9-60a54c43b917
Eres mujer,Esme,Album,iluso,2019,031ed712-14a9-4d89-a36a-9f1151ea9e21
La primera vez,Esme,Album,iluso,2019,aa6d6998-bed5-4380-a33e-c9b3564c9717
Bestia salvaje,Esme,Album,iluso,2019,48ac4c2f-8fea-4228-ba39-aedd2ddfb90b
Amantes,Esme,Album,iluso,2019,1df13a2e-acc9-4455-a407-2806de3f00a8
Perteneces a nadie,Esme,Album,iluso,2019,307c71b4-3d82-43c6-a266-2ec45e0f0c81
Tus amigas,Esme,Album,iluso,2019,ac797022-b842-4105-a932-d4bc35f20fac
Menores,Esme,Album,iluso,2019,30aa3371-4b70-4f65-b3c1-a171907f789b
Una aventura,Esme,Album,iluso,2019,71fa0c1e-7add-41ba-9220-adbad8f78e11
El mismo infeliz,Esme,Album,iluso,2019,2bae44b2-3288-4e52-af6a-bb58123fa55c
Soy aquel,Esme,Album,iluso,2019,1a44c53e-588e-48b4-8474-daa9a1af41eb
Romances,Esme,Album,iluso,2019,d27414d6-9f68-4f69-a084-54c8ec0d5e31
You Are the One,Esme,Album,iluso,2019,4d21322c-25df-4193-a792-855613239f6a
De virgen a mujer,Esme,Album,iluso,2019,ea5d65c6-1e35-456f-a2ae-37503efedb31
A Lot to Love Me,Esme,Album,iluso,2019,619e3f82-54fa-4d54-9705-9d94c0929014
El diablo en ti,Esme,Album,iluso,2019,158c2bb2-d45b-4d9e-a64f-0de6121c4f3f
Como Mirante,Manny Rod,Album,Bachata Hits,2020,0fbf2c49-cc0f-425b-aece-7b92d2bc62db
Saciemos Las Ganas,Manny Rod,Album,Bachata Hits,2020,c7b55994-324a-4174-8670-161535379783
Que va,Manny Rod,Album,Bachata Hits,2020,be07bce0-c2bd-49d0-941a-4e943350c68c
Te Guesta El Reggaeton,Manny Rod,Album,Bachata Hits,2020,b8dde376-4eb4-447b-988f-b5a4e1306a01
El Guion,Manny Rod,Album,Bachata Hits,2020,6e519674-ba99-401a-80b0-f13866462207
Mundo Sin Ti,Manny Rod,Album,Bachata Hits,2020,fe4b4689-5823-4909-b809-b55d4db2b7f0
Voy a Beber,Manny Rod,Album,Bachata Hits,2020,ec4baa81-d3d9-4c8f-9cf7-490678330c40
Lonely,Manny Rod,Album,Bachata Hits,2020,8ef743cb-be16-443d-9055-7269b08c784f
Quireme,Manny Rod,Album,Bachata Hits,2020,ba792f41-d71b-4b25-acd2-d9f77aefd739
Ay Mama,Manny Rod,Album,Bachata Hits,2020,289ddbb0-8226-416c-b9de-432eae149c1e
Donna,Manny Rod,Album,Bachata Hits,2020,0111906e-e006-4ba6-9845-2a2b966805fe
Mejor Sin Ti,Manny Rod,Album,Bachata Hits,2020,b410f325-2326-4c69-800c-c533482d28af
Mi Verdad,Manny Rod,Album,Bachata Hits,2020,ea7d6ff8-58b6-42aa-b858-dbe5f333dd08
Reflejo,Manny Rod,Album,Bachata Hits,2020,f227abec-b58d-4b07-9970-23983e79faeb
Como va a ser,Pinto Picasso,EP,Bleu,2020,ca8b4ac9-12d7-4536-9498-9a6f0d7803da
Paris,Pinto Picasso,EP,Bleu,2020,d7791a23-6c4e-43af-a7f3-31d93bc0e300
Know You No More,Pinto Picasso,EP,Bleu,2020,b169747e-e4ae-4714-b551-96dd604bf0af
Lucky,Pinto Picasso,EP,Bleu,2020,ab2de7bf-6494-4b84-8021-fc642b70e4d8
Señal,Pinto Picasso,EP,Bleu,2020,58cd8f6c-92d7-4c39-9803-b3d94b7cb6bf
Dominicano soy,Romeo Santos,Album,Utopía Live From MetLife Stadium,2021,aa77be6e-97ae-45ff-aab7-1a8d30944c32
Ileso,Romeo Santos,Album,Utopía Live From MetLife Stadium,2021,6123314d-9e41-4ffc-9d46-679b39410e79
La diabla,Romeo Santos,Album,Utopía Live From MetLife Stadium,2021,f0258d3b-de70-40d6-a22c-8da79151b5f6
Amigo,Romeo Santos,Album,Utopía Live From MetLife Stadium,2021,5e6e089c-1cd1-4186-9619-c1780d5bdbf6
Eres mía,Romeo Santos,Album,Utopía Live From MetLife Stadium,2021,bfb025c7-b0f1-45db-94a2-cdbced640376
Imitadora,Romeo Santos,Album,Utopía Live From MetLife Stadium,2021,5351b977-c61c-4bb7-a3a7-98aeacc3f3fd
Amor enterrado,Romeo Santos,Album,Utopía Live From MetLife Stadium,2021,eba825b6-6f09-441f-a239-5d4b3f297b6e
Millonario,Romeo Santos,Album,Utopía Live From MetLife Stadium,2021,f140b9bf-6ccd-416e-8778-6053ec1a2451
Perjurio,Romeo Santos,Album,Utopía Live From MetLife Stadium,2021,17349152-c699-41e0-afe1-518888c0191d
Llévame contigo,Romeo Santos,Album,Utopía Live From MetLife Stadium,2021,8ffa6113-1065-4976-9619-b91ae4f7082a
O ex da sua vida,Gusttavo Lima,Album,Buteco in Boston,2021,b620e02f-e829-488a-a449-fa8c0f88a329
Nota de repúdio,Gusttavo Lima,Album,Buteco in Boston,2021,7610c812-ff27-4bff-ab1a-c7f0e46926a9
Bloqueado,Gusttavo Lima,Album,Buteco in Boston,2021,a9b7414e-4c04-4327-a01d-4b63ccde908b
Quebrando protocolo,Gusttavo Lima,Album,Buteco in Boston,2021,3333e494-71f8-49c5-bd2f-a99ff43e76f2
Não me arranha,Gusttavo Lima,Album,Buteco in Boston,2021,94b32bb8-8607-4504-80f0-d8b543ee4f3a
Inventor dos amores,Gusttavo Lima,Album,Buteco in Boston,2021,7e089386-a8a8-456f-a267-5683fdb0dc64
Eu tava lá,Gusttavo Lima,Album,Buteco in Boston,2021,31dde2b2-dc8d-4ada-8914-c0413f404266
I Love You Baby,Gusttavo Lima,Album,Buteco in Boston,2021,12e3df00-789a-49e7-90eb-dfd0f6b6edfb
Lado emocional,Gusttavo Lima,Album,Buteco in Boston,2021,e039cd0a-e73e-49af-8b9c-41502db0c9d5
Ficha limpa,Gusttavo Lima,Album,Buteco in Boston,2021,33c40fb1-899a-489b-ab28-c05879dbf338
Declaração de amor,Gusttavo Lima,Album,Buteco in Boston,2021,f17aa12a-41ee-4a84-82ef-b9da03f0a1c8
Veneno,Gusttavo Lima,Album,Buteco in Boston,2021,1219f857-9c99-49ce-8e48-4b1bfc23d6c6
Em qualquer lugar,Gusttavo Lima,Album,Buteco in Boston,2021,b4fc97fc-95cf-4ae8-bf0b-bc83582667e9
Se,Gusttavo Lima,Album,Buteco in Boston,2021,9383f429-649a-4a80-96d5-07bc1597b9e7
Larga essa rua,Gusttavo Lima,Album,Buteco in Boston,2021,db4e0a47-34a7-4e4e-920b-42472dfccce9
Pendência,Gusttavo Lima,Album,Buteco in Boston,2021,e46b1c06-7c35-4fdd-8852-c721d0c313ea
Prefiro nem saber,Gusttavo Lima,Album,Buteco in Boston,2021,798bb9ef-1bb6-4661-86ac-7fecf5b5fb48
Teste de farmácia,Gusttavo Lima,Album,Buteco in Boston,2021,694a783e-d7e2-4467-abc0-4a289c53bfa3
Tempo de beber,Gusttavo Lima,Album,Buteco in Boston,2021,05d3d0ad-6aef-4197-82b5-69ded959eaca
Te amo cada vez mais (To Love You More),Gusttavo Lima,Album,Buteco in Boston,2021,d6ad9b52-1873-4778-bf06-3af50b11347c
Aquí no me quedo,Joan Soriano,Album,Sufriendo por ella,2022,8c4d585b-bd44-4eff-b10b-b9879f56ba9b
No me vuelvo a enamorar,Joan Soriano,Album,Sufriendo por ella,2022,fe961c16-f7fb-4929-9501-569ec47cd496
Amor con amor se paga,Joan Soriano,Album,Sufriendo por ella,2022,85e178f2-d01f-4d80-86ff-36bbc3995b56
Sufriendo por ella,Joan Soriano,Album,Sufriendo por ella,2022,7a443e17-b026-4b50-a52a-ecc5c9b9ba54
Quisiera ser,Joan Soriano,Album,Sufriendo por ella,2022,8ae2d989-7a1b-4fcf-8d67-5b4799f9f60a
La traición,Joan Soriano,Album,Sufriendo por ella,2022,12953615-55d0-4e61-b652-618cc0dc5a1b
7 potencias,Joan Soriano,Album,Sufriendo por ella,2022,251b3eec-291d-404f-b026-e44a4b4045ed
Y llore y llore,Joan Soriano,Album,Sufriendo por ella,2022,42f1e61f-f4b2-4ee9-9aae-e674aea45301
Eres un teatro,Joan Soriano,Album,Sufriendo por ella,2022,886cf032-e582-4855-966f-7ea0b2758e92
Ya no,Joan Soriano,Album,Sufriendo por ella,2022,28448965-c9f1-4b7c-b185-8866269913ec
Yo volveré,Joan Soriano,Album,Sufriendo por ella,2022,ae17bba3-968c-4fd7-b0b1-cfd6e1045c55
Intro,Romeo Santos,Album,"Fórmula, vol. 3",2022,fcf5da3d-72d7-4313-9fb5-5fed054fb804
Bebo,Romeo Santos,Album,"Fórmula, vol. 3",2022,3641df13-45e2-414b-a57d-dae8709c8368
Ayúdame,Romeo Santos,Album,"Fórmula, vol. 3",2022,6e816700-b942-4eea-92c1-70b3bef7b0a8
Boomerang,Romeo Santos,Album,"Fórmula, vol. 3",2022,fa31bffd-322e-4c6b-90a2-96c0154fa859
Sexo con ropa,Romeo Santos,Album,"Fórmula, vol. 3",2022,0cd9b516-2a67-4f1f-ba4b-fecb4030f6fb
Ciudadana,Romeo Santos,Album,"Fórmula, vol. 3",2022,9c39ea83-7d22-4861-bf3c-2069b4f5d232
Mar,Romeo Santos,Album,"Fórmula, vol. 3",2022,3fa48827-b4c9-4ec7-80f5-decd6dcba35e
El pañuelo,Romeo Santos,Album,"Fórmula, vol. 3",2022,e6ada9ee-7f57-4d89-98eb-dcb50a410c1b
"15,500 noches",Romeo Santos,Album,"Fórmula, vol. 3",2022,cd64400e-8586-452e-a940-cee1e8027459
